sucursal_nombre;direccion_sucursal;comuna_nombre;lugar_nombre;tipo_lugar;capacidad_personas;precio;descuento_socio_evento;tipo_precio;dia_semana;hora_inicio;hora_termino;fecha_inicio_vigencia;fecha_fin_vigencia;registro_incorrecto;tipo_error
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana3;cabana;8;80000;;dia;domingo;0:00;23:59;13/8/24;11/11/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana4;cabana;7;70000;54;dia;martes;0:00;23:59;25/3/25;23/6/25;SI;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana5;cabana;8;210000;;dia;lunes;0:00;23:59;17/8/24;16/10/24;SI;horario
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana6;cabana;6;250000;9;dia;lunes;0:00;23:59;13/2/25;14/5/25;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana7;cabana;8;220000;75;dia;jueves;0:00;23:59;8/2/24;15/2/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana8;cabana;8;230000;;dia;martes;0:00;23:59;14/6/25;21/6/25;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana9;cabana;7;240000;20;dia;lunes;0:00;23:59;7/8/24;5/11/24;SI;horario
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana10;cabana;8;90000;;dia;viernes;0:00;23:59;2/8/24;16/8/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana11;cabana;7;230000;;dia;sabado;0:00;23:59;2/9/25;1/11/25;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana12;cabana;5;240000;;dia;sabado;0:00;23:59;3/3/25;2/5/25;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana13;cabana;6;140000;;dia;miercoles;0:00;23:59;26/11/25;24/2/26;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana14;cabana;7;20000;52;dia;viernes;0:00;23:59;15/11/25;15/12/25;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana15;cabana;8;130000;43;dia;lunes;0:00;23:59;29/3/24;12/4/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana16;cabana;6;120000;;dia;miercoles;0:00;23:59;15/7/24;13/9/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana17;cabana;6;200000;45;dia;lunes;0:00;23:59;1/10/25;30/11/25;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana18;cabana;7;80000;;dia;miercoles;0:00;23:59;16/8/25;15/9/25;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana19;cabana;8;240000;45;dia;lunes;0:00;23:59;12/9/24;11/11/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cabana20;cabana;5;190000;;dia;sabado;0:00;23:59;7/10/25;21/10/25;SI;horario
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cancha_tenis_aire_libre;cancha_aire_libre;19;90000;43;hora;martes;10:00;11:00;17/8/24;15/11/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cancha_tenis_techada;cancha_techada;22;240000;;hora;martes;8:00;8:30;4/5/25;3/6/25;SI;horario
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cancha_basquetbol_aire_libre;cancha_aire_libre;11;30000;40;hora;domingo;19:00;20:00;22/5/24;29/5/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cancha_basquetbol_techada;cancha_techada;21;30000;16;hora;miercoles;21:00;22:00;21/5/24;28/5/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cancha_futbolito_aire_libre;cancha_aire_libre;14;40000;;hora;viernes;22:00;23:00;10/5/24;9/6/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cancha_futbolito_techada;cancha_techada;11;180000;67;hora;martes;12:00;13:00;4/3/24;3/4/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cancha_padel_aire_libre;cancha_aire_libre;19;120000;;hora;miercoles;13:00;14:00;18/9/24;18/10/24;NO;
Santa Cruz;Ramon Sanfurgo 800;Santa Cruz;Cancha_padel_techada;cancha_techada;18;70000;;hora;viernes;10:00;11:00;17/1/24;16/4/24;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa1_restaurant1;restaurant;4;;;mesa_hora;domingo;10:00;23:00;28/7/24;4/8/24;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa2_restaurant1;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;30/6/25;30/7/25;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa3_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;28/6/25;12/7/25;SI;
Santiago Centro;Av Alameda 900;Santiago;mesa4_restaurant1;restaurant;4;;;mesa_hora;lunes;10:00;23:00;13/11/24;27/11/24;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa5_restaurant1;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;29/4/25;6/5/25;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa6_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;21/11/24;20/1/25;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa7_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;17/7/24;15/10/24;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa8_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;24/1/25;24/4/25;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa1_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;1/8/24;8/8/24;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa2_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;16/9/25;30/9/25;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa3_restaurant2;restaurant;4;nueve mil;;mesa_hora;martes;10:00;23:00;2025-04;20/6/25;SI;precio/fecha
Santiago Centro;Av Alameda 900;Santiago;mesa4_restaurant2;restaurant;4;;;mesa_hora;martes;10:00;23:00;20/2/25;21/5/25;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa5_restaurant2;restaurant;4;;;mesa_hora;martes;10:00;23:00;13/1/24;27/1/24;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa6_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;6/9/25;6/10/25;SI;horario
Santiago Centro;Av Alameda 900;Santiago;mesa7_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;10/7/24;17/7/24;NO;
Santiago Centro;Av Alameda 900;Santiago;mesa8_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;6/9/25;5/12/25;NO;
Santiago Centro;Av Alameda 900;Santiago;linea1_piscina1;piscina;1;240000;46;linea_hora;miercoles;14:00;15:00;21/4/24;20/7/24;NO;
Santiago Centro;Av Alameda 900;Santiago;linea2_piscina1;piscina;1;200000;12;linea_hora;sabado;22:00;23:00;24/12/24;24/3/25;NO;
Santiago Centro;Av Alameda 900;Santiago;linea3_piscina1;piscina;1;80000;;linea_hora;sabado;18:00;19:00;9/6/25;9/7/25;NO;
Santiago Centro;Av Alameda 900;Santiago;linea4_piscina1;piscina;1;10000;80;linea_hora;martes;17:00;18:00;5/8/25;19/8/25;NO;
Santiago Centro;Av Alameda 900;Santiago;linea5_piscina1;piscina;1;110000;;linea_hora;miercoles;8:00;9:00;23/11/25;30/11/25;NO;
Santiago Centro;Av Alameda 900;Santiago;linea6_piscina1;piscina;1;150000;74;linea_hora;sabado;16:00;17:00;1/1/25;8/1/25;NO;
Santiago Centro;Av Alameda 900;Santiago;linea7_piscina1;piscina;1;140000;;linea_hora;miercoles;9:00;10:00;28/11/25;26/2/26;NO;
Santiago Centro;Av Alameda 900;Santiago;linea8_piscina1;piscina;1;180000;;linea_hora;martes;12:00;13:00;11/6/24;9/9/24;NO;
Santiago Centro;Av Alameda 900;Santiago;linea1_piscina2;piscina;1;130000;9;linea_hora;lunes;18:00;19:00;24/12/24;7/1/25;NO;
Santiago Centro;Av Alameda 900;Santiago;linea2_piscina2;piscina;1;250000;57;linea_hora;martes;22:00;23:00;2025-11;13/12/25;SI;fecha
Santiago Centro;Av Alameda 900;Santiago;linea3_piscina2;piscina;1;100000;16;linea_hora;lunes;20:00;21:00;17/2/25;18/4/25;NO;
Santiago Centro;Av Alameda 900;Santiago;linea4_piscina2;piscina;1;110000;;linea_hora;martes;15:00;16:00;15/2/24;16/3/24;NO;
Santiago Centro;Av Alameda 900;Santiago;linea5_piscina2;piscina;1;50000;65;linea_hora;domingo;13:00;14:00;8/5/24;22/5/24;NO;
Santiago Centro;Av Alameda 900;Santiago;linea6_piscina2;piscina;1;100000;76;linea_hora;viernes;10:00;11:00;13/12/24;13/3/25;NO;
Santiago Centro;Av Alameda 900;Santiago;linea7_piscina2;piscina;1;160000;0;linea_hora;viernes;12:00;13:00;27/8/24;10/9/24;NO;
Santiago Centro;Av Alameda 900;Santiago;linea8_piscina2;piscina;1;240000;7;linea_hora;viernes;19:00;20:00;30/4/24;30/5/24;NO;
Santiago Centro;Av Alameda 900;Santiago;SalonEventos1;salon_eventos;136;70000;;tramo;jueves;8:00;14:00;3/12/24;2/1/25;NO;
Santiago Centro;Av Alameda 900;Santiago;SalonEventos2;salon_eventos;120;20000;53;tramo;viernes;20:00;23:59;1/3/25;15/3/25;NO;
Santiago Centro;Av Alameda 900;Santiago;SalonEventos3;salon_eventos;118;80000;67;dia;domingo;0:00;23:59;13/8/25;12/9/25;NO;
Santiago Centro;Av Alameda 900;Santiago;SalonEventos4;salon_eventos;103;180000;37;tramo;sabado;20:00;23:59;9/11/24;7/2/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana1;cabana;6;230000;30;dia;miercoles;0:00;23:59;1/9/25;8/9/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana2;cabana;4;220000;22;dia;martes;0:00;23:59;13/4/24;20/4/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana3;cabana;5;nueve mil;28;dia;domingo;0:00;23:59;7/10/25;6/11/25;SI;precio
Santiago Centro;Av Alameda 900;Santiago;Cabana4;cabana;7;100000;29;dia;viernes;0:00;23:59;6/11/24;6/12/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana5;cabana;6;240000;73;dia;jueves;0:00;23:59;24/11/25;22/2/26;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana6;cabana;7;170000;11;dia;jueves;0:00;23:59;8/12/24;15/12/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana7;cabana;4;200000;;dia;jueves;0:00;23:59;23/7/25;21/9/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana8;cabana;7;210000;;dia;viernes;0:00;23:59;3/2/24;4/3/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana9;cabana;4;10000;;dia;lunes;0:00;23:59;27/7/25;25/9/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana10;cabana;6;20000;29;dia;martes;0:00;23:59;30/12/24;13/1/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana11;cabana;6;50000;15;dia;martes;0:00;23:59;9/12/24;16/12/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana12;cabana;8;120000;4;dia;martes;0:00;23:59;28/5/24;26/8/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana13;cabana;6;10000;;dia;martes;0:00;23:59;29/3/25;12/4/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana14;cabana;4;50000;53;dia;martes;0:00;23:59;19/5/25;18/6/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana15;cabana;4;250000;50;dia;lunes;0:00;23:59;16/9/24;15/12/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana16;cabana;6;20000;51;dia;lunes;0:00;23:59;6/9/25;5/11/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana17;cabana;5;90000;6;dia;domingo;0:00;23:59;13/6/25;11/9/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana18;cabana;8;210000;65;dia;jueves;0:00;23:59;14/5/25;21/5/25;SI;horario
Santiago Centro;Av Alameda 900;Santiago;Cabana19;cabana;6;110000;35;dia;lunes;0:00;23:59;19/9/24;3/10/24;NO;
Santiago Centro;Av Alameda 900;Santiago;Cabana20;cabana;6;nueve mil;;dia;domingo;0:00;23:59;15/11/25;15/12/25;SI;precio
Santiago Centro;Av Alameda 900;Santiago;Cancha_tenis_aire_libre;cancha_aire_libre;19;140000;12;hora;lunes;8:00;9:00;29/7/25;27/10/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_tenis_techada;cancha_techada;20;250000;;hora;miercoles;14:00;15:00;29/11/25;29/12/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_basquetbol_aire_libre;cancha_aire_libre;17;nueve mil;20;hora;sabado;13:00;14:00;2025-04;5/7/25;SI;precio/fecha
Santiago Centro;Av Alameda 900;Santiago;Cancha_basquetbol_techada;cancha_techada;17;60000;;hora;sabado;8:00;9:00;5/10/25;4/11/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_futbolito_aire_libre;cancha_aire_libre;15;90000;49;hora;martes;9:00;10:00;17/10/25;16/12/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_futbolito_techada;cancha_techada;16;190000;58;hora;sabado;14:00;15:00;9/4/25;9/5/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_padel_aire_libre;cancha_aire_libre;12;150000;49;hora;sabado;21:00;22:00;1/6/25;8/6/25;NO;
Santiago Centro;Av Alameda 900;Santiago;Cancha_padel_techada;cancha_techada;12;nueve mil;47;hora;miercoles;8:00;9:00;2025-06;16/9/25;SI;precio/fecha
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa1_restaurant1;restaurant;4;;;mesa_hora;lunes;10:00;23:00;8/3/24;22/3/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa2_restaurant1;restaurant;4;;;mesa_hora;jueves;10:00;23:00;27/6/25;26/8/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa3_restaurant1;restaurant;4;;;mesa_hora;viernes;10:00;23:00;20/10/25;27/10/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa4_restaurant1;restaurant;4;;;mesa_hora;viernes;10:00;23:00;19/11/24;18/1/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa5_restaurant1;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;29/5/24;28/6/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa6_restaurant1;restaurant;4;;;mesa_hora;viernes;10:00;23:00;24/9/24;23/11/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa7_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;11/10/24;18/10/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa8_restaurant1;restaurant;4;;;mesa_hora;viernes;10:00;23:00;7/4/25;7/5/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa1_restaurant2;restaurant;4;;;mesa_hora;viernes;10:00;23:00;9/6/25;7/9/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa2_restaurant2;restaurant;4;;;mesa_hora;domingo;10:00;23:00;8/8/24;7/9/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa3_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;29/11/24;13/12/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa4_restaurant2;restaurant;4;;;mesa_hora;martes;10:00;23:00;20/9/25;19/11/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa5_restaurant2;restaurant;4;;;mesa_hora;jueves;10:00;23:00;17/6/25;24/6/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa6_restaurant2;restaurant;4;;;mesa_hora;martes;10:00;23:00;28/5/24;27/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa7_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;11/8/24;18/8/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa8_restaurant2;restaurant;4;;;mesa_hora;viernes;10:00;23:00;9/8/24;8/9/24;SI;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea1_piscina1;piscina;1;40000;66;linea_hora;sabado;8:00;8:30;7/4/24;21/4/24;SI;horario
Providencia;Av Pedro de Valdivia 2100;Providencia;linea2_piscina1;piscina;1;80000;64;linea_hora;martes;22:00;23:00;6/9/25;5/11/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea3_piscina1;piscina;1;90000;;linea_hora;domingo;19:00;20:00;11/4/24;11/5/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea4_piscina1;piscina;1;30000;73;linea_hora;miercoles;16:00;17:00;1/12/25;8/12/25;SI;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea5_piscina1;piscina;1;nueve mil;4;linea_hora;lunes;9:00;10:00;5/4/24;19/4/24;SI;precio
Providencia;Av Pedro de Valdivia 2100;Providencia;linea6_piscina1;piscina;1;180000;;linea_hora;viernes;18:00;19:00;27/10/25;10/11/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea7_piscina1;piscina;1;nueve mil;;linea_hora;sabado;20:00;21:00;2025-02;27/5/25;SI;precio/fecha
Providencia;Av Pedro de Valdivia 2100;Providencia;linea8_piscina1;piscina;1;160000;1;linea_hora;miercoles;9:00;10:00;2024-06;20/6/24;SI;fecha
Providencia;Av Pedro de Valdivia 2100;Providencia;linea1_piscina2;piscina;1;140000;57;linea_hora;miercoles;10:00;11:00;21/10/24;28/10/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea2_piscina2;piscina;1;220000;;linea_hora;lunes;9:00;10:00;12/10/25;26/10/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea3_piscina2;piscina;1;200000;27;linea_hora;domingo;21:00;22:00;28/4/24;28/5/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea4_piscina2;piscina;1;nueve mil;74;linea_hora;viernes;18:00;19:00;2024-03;24/3/24;SI;precio/fecha
Providencia;Av Pedro de Valdivia 2100;Providencia;linea5_piscina2;piscina;1;90000;78;linea_hora;sabado;11:00;12:00;7/1/24;6/2/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea6_piscina2;piscina;1;160000;60;linea_hora;martes;21:00;22:00;13/5/24;12/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea7_piscina2;piscina;1;140000;;linea_hora;viernes;9:00;10:00;25/9/25;25/10/25;SI;
Providencia;Av Pedro de Valdivia 2100;Providencia;linea8_piscina2;piscina;1;220000;49;linea_hora;domingo;17:00;18:00;13/4/25;27/4/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos1;salon_eventos;133;190000;;tramo;lunes;20:00;23:59;27/6/25;4/7/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos2;salon_eventos;147;250000;36;tramo;martes;20:00;23:59;24/11/25;1/12/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos3;salon_eventos;86;nueve mil;24;tramo;miercoles;14:00;20:00;5/3/24;4/4/24;SI;precio
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos4;salon_eventos;45;140000;42;tramo;miercoles;8:00;14:00;16/7/24;15/8/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana1;cabana;5;130000;64;dia;viernes;0:00;23:59;4/3/25;18/3/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana2;cabana;7;190000;4;dia;viernes;0:00;23:59;6/9/25;5/12/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana3;cabana;8;20000;65;dia;lunes;0:00;23:59;14/12/24;13/1/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana4;cabana;4;90000;;dia;miercoles;0:00;23:59;7/7/24;21/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana5;cabana;7;80000;30;dia;miercoles;0:00;23:59;21/1/24;21/3/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana6;cabana;8;210000;;dia;miercoles;0:00;23:59;25/9/25;9/10/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana7;cabana;5;210000;45;dia;miercoles;0:00;23:59;12/2/25;14/3/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana8;cabana;5;110000;17;dia;viernes;0:00;23:59;27/1/24;3/2/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana9;cabana;4;150000;71;dia;martes;0:00;23:59;28/11/25;12/12/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana10;cabana;5;240000;44;dia;lunes;0:00;23:59;13/5/24;20/5/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana11;cabana;8;210000;;dia;domingo;0:00;23:59;5/7/24;12/7/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana12;cabana;4;90000;9;dia;martes;0:00;23:59;29/11/24;28/1/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana13;cabana;5;90000;11;dia;jueves;0:00;23:59;1/4/25;15/4/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana14;cabana;8;80000;76;dia;jueves;0:00;23:59;18/3/24;17/4/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana15;cabana;6;120000;33;dia;martes;0:00;23:59;25/8/25;24/10/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana16;cabana;5;180000;;dia;domingo;0:00;23:59;3/7/24;2/8/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana17;cabana;7;180000;58;dia;viernes;0:00;23:59;26/7/24;25/8/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana18;cabana;6;190000;60;dia;lunes;0:00;23:59;4/1/25;11/1/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana19;cabana;5;180000;73;dia;jueves;0:00;23:59;1/3/24;15/3/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana20;cabana;7;120000;68;dia;martes;0:00;23:59;12/3/24;26/3/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_tenis_aire_libre;cancha_aire_libre;17;120000;;hora;viernes;16:00;17:00;13/1/24;20/1/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_tenis_techada;cancha_techada;10;170000;;hora;miercoles;15:00;16:00;29/11/25;13/12/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_basquetbol_aire_libre;cancha_aire_libre;11;120000;;hora;lunes;18:00;19:00;10/4/24;17/4/24;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_basquetbol_techada;cancha_techada;15;120000;70;hora;domingo;20:00;21:00;10/6/25;9/8/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_futbolito_aire_libre;cancha_aire_libre;21;250000;73;hora;viernes;9:00;10:00;6/3/25;13/3/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_futbolito_techada;cancha_techada;18;140000;64;hora;miercoles;13:00;14:00;28/6/25;26/9/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_padel_aire_libre;cancha_aire_libre;20;90000;;hora;lunes;22:00;23:00;18/10/25;1/11/25;NO;
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_padel_techada;cancha_techada;14;70000;;hora;martes;11:00;12:00;28/10/24;27/11/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa1_restaurant1;restaurant;4;;;mesa_hora;lunes;10:00;23:00;24/1/24;23/2/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa2_restaurant1;restaurant;4;;;mesa_hora;domingo;10:00;23:00;29/6/24;13/7/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa3_restaurant1;restaurant;4;;;mesa_hora;viernes;10:00;23:00;3/9/25;17/9/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa4_restaurant1;restaurant;4;;;mesa_hora;viernes;10:00;23:00;6/4/25;13/4/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa5_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;7/2/25;8/4/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa6_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;6/9/24;5/11/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa7_restaurant1;restaurant;4;;;mesa_hora;jueves;10:00;23:00;17/3/25;31/3/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa8_restaurant1;restaurant;4;;;mesa_hora;lunes;10:00;23:00;12/1/25;12/4/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa1_restaurant2;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;19/5/24;17/8/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa2_restaurant2;restaurant;4;;;mesa_hora;jueves;10:00;23:00;28/7/25;11/8/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa3_restaurant2;restaurant;4;;;mesa_hora;jueves;10:00;23:00;6/7/24;4/9/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa4_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;30/4/25;7/5/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa5_restaurant2;restaurant;4;;;mesa_hora;martes;10:00;23:00;28/7/24;27/8/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa6_restaurant2;restaurant;4;;;mesa_hora;viernes;10:00;23:00;8/8/24;15/8/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa7_restaurant2;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;14/11/24;12/2/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;mesa8_restaurant2;restaurant;4;;;mesa_hora;jueves;10:00;23:00;25/3/24;1/4/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea1_piscina1;piscina;1;10000;76;linea_hora;viernes;18:00;19:00;22/6/24;6/7/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea2_piscina1;piscina;1;110000;12;linea_hora;miercoles;16:00;17:00;4/1/24;3/4/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea3_piscina1;piscina;1;10000;;linea_hora;lunes;10:00;11:00;27/2/24;28/3/24;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea4_piscina1;piscina;1;120000;21;linea_hora;martes;21:00;22:00;2/12/24;2/3/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea5_piscina1;piscina;1;130000;;linea_hora;martes;19:00;20:00;2/11/24;1/1/25;NO;
La Florida;Av. Vicu–a Mackenna 10777;La Florida;linea6_piscina1;piscina;1;140000;;linea_hora;domingo;15:00;16:00;1/6/25;15/6/25;NO;
